iso3,year,economy_type,climate_risk_tier,state_output_growth,state_debt_to_gdp,state_primary_balance,state_interest_rate,state_climate_shock,state_adaptation_capital,state_risk_premium,gdp_growth,gdp_growth_UNCORRECTED,debt_to_gdp,weo_primary_balance,real_interest_rate_winsorised,climate_damage_gdp_pct_5yr,ndgain_readiness,r_minus_g_corrected,is_projection
AFG,2002,Developing,High,6.011736449113301,5.56628388668272,,,0.0,0.2640744725490839,,28.6000011706788,28.6000011706788,345.97748,,,0.0,0.322439996090099,,False
AFG,2003,Developing,High,1.0826677914738745,4.13640249100593,,,0.0,0.3118731487689364,,8.692478676204685,8.692478676204685,270.60236,,,0.0,0.326073180319979,,False
AFG,2004,Developing,High,-0.9035059417264898,3.650088603894247,,,0.0,0.2550035504681617,,0.6707202025550529,0.6707202025550529,244.96669,,,0.0,0.321750514002702,,False
AFG,2005,Developing,High,1.8594865450792741,2.917636131428134,-0.0053612172622797,-0.6385880815888295,0.3930483587994782,-0.4392544689422332,-1.4264640005224265,11.829894258266172,11.829894258266172,206.35601,-2.652,-10.496894845679169,0.0323660642997948,0.268979862447671,-22.32678910394534,False
AFG,2006,Developing,High,0.2577669927111187,-0.5609560717184684,0.0668122454121698,-0.3321962924859169,0.3144386870395825,-0.8888588468654842,-0.5382017123829652,5.360869330161666,5.360869330161666,22.984644,2.504,-6.177174848270591,0.0258928514398358,0.23480536924534,-11.538044178432257,False
AFG,2007,Developing,High,2.233327830911808,-0.6149834590492698,-0.1137193969680426,-0.463605742430053,0.3144386870395825,-0.9701939271847684,-1.347659635333687,13.339764443486612,13.339764443486612,20.136631,-10.393,-8.029874721312815,0.0258928514398358,0.228623078133493,-21.369639164799427,False
AFG,2008,Developing,High,-0.11314660006493414,-0.6354628375246854,-0.2467839695404471,-1.7325226363997186,0.3144386870395825,-1.0509138215486804,-2.040330673723571,3.862823511657744,3.862823511657744,19.057076,-19.899,-25.919928818321377,0.0258928514398358,0.222487547394281,-29.78275232997912,False
AFG,2009,Developing,High,4.027284560824533,-0.6887656010067676,-0.116309018883243,0.6383961965477881,0.8864715352649375,-1.0490489618840295,-0.6650143801315128,20.585196884258128,20.585196884258128,16.247261,-10.578,7.506898724618785,0.0729976199314457,0.222629295644659,-13.078298159639342,False
AFG,2010,Developing,High,1.0197491905595082,-0.8509667573971998,0.125911616903932,0.0279336294189719,0.5720328482253549,-1.0616482292300058,-0.3735483666917711,8.438363030831741,8.438363030831741,7.6969493,6.726,-1.0998180761698404,0.0471047684916098,0.22167162352799,-9.538181107001583,False
AFG,2011,Developing,High,0.5346651604570664,-0.8546823544878062,-0.0353448396534106,0.0478638486825685,3.2732775740522464,-1.1881130739176753,-0.1891118755260859,6.479205650053999,6.479205650053999,7.5010844,-4.794,-0.8188282788982875,0.2695421824338429,0.212059012558596,-7.298033928952287,False
AFG,2012,Developing,High,2.388965866553476,-0.8687509707112621,0.0689959265947171,0.4654198958617839,3.2732775740522464,-0.986637282257322,-0.32102143486486545,13.96835534183618,13.96835534183618,6.7594679,2.66,5.068161096111011,0.2695421824338429,0.2273732163578,-8.900194245725169,False
AFG,2013,Developing,High,0.33740856932091273,-0.8660000767819004,-0.0532762216716359,0.5806115885803167,3.2732775740522464,-0.9651466746992132,0.494881915619026,5.682525729773302,5.682525729773302,6.9044792,-6.075,6.692211988690429,0.2695421824338429,0.229006720518282,1.0096862589171272,False
AFG,2014,Developing,High,-0.4017646436868052,-0.8319331607629693,-0.2472878959671887,0.099723987292716,2.748345733480875,-0.7497027585014202,0.1824713111656975,2.697152957077731,2.697152957077731,8.700291,-19.935,-0.0876687446348238,0.2263160059988703,0.24538264346546,-2.7848217017125547,False
AFG,2015,Developing,High,-0.8251749163702362,-0.8233246358900561,-0.1959853861336245,0.63941804872078,2.7987382209688505,-0.7634121556663996,0.9497296984450433,0.9870835477638896,0.9870835477638896,9.1540829,-16.27,7.521305492107539,0.2304656391260614,0.244340590222147,6.534221944343649,False
AFG,2016,Developing,High,-0.5336337454842323,-0.8369227967477577,0.0646565601422192,0.4625314229421218,0.0974934951419595,-0.6164986814786242,0.6474594233467085,2.1645600287382827,2.1645600287382827,8.4372661,2.35,5.027437438765069,0.0080282251838284,0.2555075044505,2.862877410026786,False
AFG,2017,Developing,High,-0.4141964490900869,-0.8452622103080911,-0.0769607637284956,0.5387270142654595,0.0974934951419595,-0.7421988124305778,0.696189773389372,2.6469433814149568,2.6469433814149568,7.9976602,-7.767,6.1016947500249294,0.0080282251838284,0.245953019481755,3.4547513686099727,False
AFG,2018,Developing,High,-0.7750899770856459,-0.8568956366325735,0.3465194081664077,0.8193799280656372,0.0974934951419595,-0.8112618394932073,1.1419708677777778,1.1893666005464931,1.1893666005464931,7.3844129,22.486,10.058530563488604,0.0080282251838284,0.240703528896752,8.86916396294211,False
AFG,2019,Developing,High,-0.10118512814887909,-0.8805717107261114,-0.1778020409020283,0.6119283259502296,0.0503924874879757,-0.7099880640911873,0.6770764755483692,3.911133504432307,3.911133504432307,6.1363465,-14.971,7.133736668795244,0.0041496331271911,0.248401363079411,3.222603164362937,False
AFG,2020,Developing,High,-1.6516627901716456,-0.8579060959256343,-0.4460028835789975,0.2616401458477512,0.0,-0.8632926390464984,0.7860406514661609,-2.3509356769452427,-2.3509356769452427,7.3311473,-34.131,2.195135471697599,0.0,0.236748660365758,4.546071148642842,False
AFG,2021,Developing,High,-4.670005943242796,-0.785732329426981,-0.0492308123014039,-0.265654276843674,0.0,-0.7401843046432888,1.1776401736894193,-14.541420003569003,-14.541420003569003,11.135733,-5.786,-5.239020217954687,0.0,0.246106142507382,9.302399785614316,False
AFG,2022,Developing,High,-2.61480249460752,-0.7950856453723836,-0.1459006984980193,-0.5739225721295548,0.0,-0.6948801675214727,0.1364055227188311,-6.2408643152208505,-6.2408643152208505,10.64268,-12.692,-9.5851964768302,0.0,0.249549716462908,-3.3443321616093495,False
AFG,2023,Developing,High,-0.3982586527439762,-0.8403895237333494,-0.194053668164448,2.632822713641956,0.0,-0.6708788238427293,3.121668083446086,2.711312953297629,2.711312953297629,8.2545202,-16.132,35.62568132802544,0.0,0.251374062035753,32.914368374727815,False
AGO,1990,Developing,High,-1.9237372795335654,,,,,,,-3.449790124580165,-3.449790124580165,,,,,,,False
AGO,1991,Developing,High,1.922211842027632,,,,,,,12.0832291875812,12.0832291875812,,,,,,,False
AGO,1992,Developing,High,1.7537395431371072,,,,,,,11.402803266822149,11.402803266822149,,,,,,,False
AGO,1993,Developing,High,1.6463530179749868,,,,,,,10.969090568997377,10.969090568997377,,,,,,,False
AGO,1994,Developing,High,1.5328227894118633,,,,,,,10.510564681876634,10.510564681876634,,,,,,,False
AGO,1995,Developing,High,1.4964702111432873,1.6230995525237166,,,,-1.4726122823849723,,10.363743888765509,10.363743888765509,138.11549,,,,0.190434186949149,,False
