iso,year,Current account balance,Employment,General government gross debt,General government net debt,General government net lending/borrowing,General government primary net lending/borrowing,General government revenue,General government structural balance,General government total expenditure,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices","Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator",Gross national savings,Implied PPP conversion rate,"Inflation, average consumer prices","Inflation, end of period consumer prices",Output gap in percent of potential GDP,Population,Total investment,Unemployment rate,Volume of Imports of goods,Volume of exports of goods,Volume of exports of goods and services,Volume of imports of goods and services
STP,2026,-0.056,,7.042,,0.384,0.525,5.343,0.384,4.96,0.001,24.255,17761.43,94376.01,4.565,24.255,531.354,14.0,14.704,296.28,315.374,,0.257,19.277,,3.752,9.137,6.729,3.792
STP,2027,-0.062,,7.216,,0.407,0.545,5.804,0.407,5.396,0.001,26.437,18124.2,100836.63,4.752,26.437,556.365,14.046,15.118,311.094,331.135,,0.262,19.329,,3.606,10.194,6.949,3.513
STP,2028,-0.063,,7.226,,0.405,0.536,6.297,0.405,5.892,0.001,28.709,18389.74,107349.07,4.918,28.709,583.744,14.387,15.577,326.649,347.788,,0.267,19.395,,3.774,10.354,7.502,3.925
STP,2029,-0.068,,7.532,,0.376,0.504,6.708,0.376,6.332,0.001,31.161,18660.99,114237.26,5.09,31.161,612.172,14.334,16.041,342.982,365.314,,0.273,19.258,,3.727,14.422,8.435,3.727
SUR,1980,0.015,,,,,,,,,0.019,0.002,,,10.485,0.002,0.022,,0.001,0.227,,,,,,-0.323,1.814,6.469,8.039
SUR,1981,-0.027,,,,,,,,,0.019,0.003,,,10.684,0.003,0.024,,0.001,0.246,,,,,,13.648,-11.768,-12.305,3.327
SUR,1982,-0.056,,,,,,,,,0.018,0.003,,,10.011,0.003,0.026,,0.001,0.264,,,,,,-6.224,0.894,-2.832,-4.009
SUR,1983,-0.173,,,,,,,,,0.017,0.003,,,9.5,0.003,0.027,,0.001,0.275,,,,,,-6.401,-7.751,-9.684,-9.64
SUR,1984,-0.118,,,,,,,,,0.015,0.002,,,9.215,0.002,0.027,,0.001,0.285,,,,,,-20.252,-4.334,-7.057,-18.757
SUR,1985,-0.032,,,,,,,,,0.015,0.003,,,9.132,0.003,0.027,,0.001,0.316,,,,,,-12.786,10.743,6.554,-16.518
SUR,1986,-0.049,,,,,,,,,0.014,0.003,,,8.913,0.003,0.029,,0.001,0.375,,,,,,-2.625,0.505,-1.172,-3.809
SUR,1987,-0.03,,,,,,,,,0.012,0.003,,,8.129,0.003,0.035,,0.001,0.576,,,,,,-0.211,-9.208,-3.586,-4.276
SUR,1988,-0.037,,,,,,,,,0.013,0.003,,,9.007,0.003,0.037,,0.001,0.618,,,,,,10.572,10.322,11.299,10.54
SUR,1989,0.167,,,,,,,,,0.013,0.004,,,9.214,0.004,0.042,,0.001,0.623,,,,,,23.37,4.184,-1.819,21.861
SUR,1990,-0.002,,0.004,,-3.044,-0.533,0.001,,0.001,0.012,0.006,22208.88,13.615,9.076,0.006,0.061,,0.002,0.759,0.823,,0.409,,,7.907,0.735,0.619,7.301
SUR,1991,-0.096,,0.005,,-0.001,-7.111,0.001,,0.002,0.01,0.006,18890.61,15.51,7.823,0.006,0.082,-14.534,0.002,0.838,0.939,,0.414,0.515,,3.155,-23.013,-21.539,4.618
SUR,1992,-0.025,,0.006,,-0.001,-4.12,0.002,,0.002,0.01,0.009,19367.38,20.719,8.128,0.009,0.107,-3.049,0.003,1.017,1.249,,0.42,1.189,,-17.933,16.95,17.164,-12.984
SUR,1993,0.021,,0.011,,-0.001,-0.001,0.003,,0.004,0.009,0.021,18690.4,49.113,7.95,0.021,0.263,6.252,0.007,1.823,2.987,,0.425,1.717,,-22.478,-9.543,-1.956,-15.712
SUR,1994,0.053,,0.035,,-0.002,-0.001,0.021,,0.023,0.008,0.116,17151.81,269.707,7.393,0.116,1.572,28.738,0.039,4.426,10.627,,0.431,18.577,12.373,-6.564,5.937,14.313,0.427
SUR,1995,0.063,,0.071,,0.005,0.007,0.094,,0.089,0.009,0.44,18837.07,1006.12,8.229,0.44,5.341,28.434,0.129,5.496,5.386,,0.437,22.118,8.418,44.868,15.802,16.099,41.596
SUR,1996,-0.063,,0.058,,0.017,0.019,0.123,,0.106,0.01,0.495,20669.31,1118.02,9.15,0.495,5.409,19.873,0.129,5.652,5.61,,0.443,25.018,10.936,27.183,-18.965,-18.262,16.782
SUR,1997,-0.092,,0.089,,-0.002,-0.002,0.11,,0.112,0.01,0.531,21823.24,1183.52,9.791,0.531,5.423,18.38,0.127,5.995,6.564,,0.449,25.346,9.839,-10.628,12.734,9.763,-4.012
SUR,1998,-0.183,,0.138,,-0.041,-0.041,0.153,,0.194,0.01,0.638,22007.95,1402.72,10.006,0.638,6.374,11.058,0.147,6.67,7.54,,0.455,22.6,10.626,5.432,-15.207,-16.739,4.875
SUR,1999,-0.09,,0.352,,-0.054,-0.054,0.16,,0.214,0.009,1.091,21520.95,2368.0,9.916,1.091,11.003,13.866,0.251,10.707,12.96,,0.461,20.739,12.0,-11.097,14.934,17.354,-7.318
SUR,2000,-0.009,,0.868,,-0.139,-0.138,0.298,,0.437,0.009,1.792,21214.56,3838.5,9.906,1.792,18.094,15.81,0.404,13.872,18.751,,0.467,16.51,13.767,-21.884,15.931,15.623,-9.582
SUR,2001,-0.281,,0.946,,0.089,0.101,0.644,,0.555,0.009,2.542,21959.72,5372.12,10.392,2.542,24.464,-3.204,0.534,18.639,18.916,,0.473,20.864,13.729,64.203,-13.14,-18.745,23.598
SUR,2002,-0.201,,1.294,,-0.114,-0.089,0.654,-0.182,0.768,0.009,3.459,22518.93,7224.34,10.781,3.459,32.081,11.649,0.689,21.531,24.286,,0.479,25.287,9.658,14.662,28.422,20.772,10.364
SUR,2003,-0.087,,1.416,,-0.005,0.062,0.857,0.049,0.862,0.009,4.497,23508.88,9234.54,11.449,4.497,39.281,20.109,0.827,26.483,27.456,,0.487,25.159,6.549,38.839,73.672,72.658,32.785
SUR,2004,-0.138,,1.605,,-0.066,-0.025,1.072,-0.063,1.138,0.01,5.467,24783.63,11028.25,12.285,5.467,44.498,18.539,0.913,28.9,29.945,,0.496,25.425,8.383,-2.096,-10.214,-1.301,5.077
SUR,2005,-0.147,,1.772,,-0.222,-0.105,1.23,-0.221,1.452,0.01,6.538,25706.32,13039.45,12.889,6.538,50.725,19.575,1.009,32.94,35.957,,0.501,25.704,11.084,41.24,31.765,30.407,34.24
SUR,2006,0.221,,1.739,,0.046,0.154,1.759,0.035,1.714,0.01,7.716,26882.45,15216.02,13.632,7.716,56.602,40.379,1.092,36.656,37.665,,0.507,32.535,12.281,-32.371,-10.348,-7.818,-32.376
SUR,2007,0.325,,1.417,,0.433,0.53,2.382,0.416,1.949,0.01,8.631,27901.21,16807.64,14.328,8.631,60.24,50.988,1.131,39.012,40.804,,0.514,40.668,10.682,0.699,-10.222,-11.342,1.157
SUR,2008,0.325,,1.534,,0.249,0.31,2.377,0.233,2.129,0.01,10.384,28663.34,19946.88,14.922,10.384,69.59,51.041,1.282,44.734,44.63,,0.521,42.458,9.361,23.689,13.783,11.533,22.286
SUR,2009,0.111,,1.669,,0.231,0.364,2.967,0.227,2.736,0.01,11.391,29133.17,21588.3,15.372,11.391,74.102,49.288,1.357,44.599,45.21,,0.528,46.606,8.711,7.802,-10.449,-7.252,0.752
SUR,2010,0.651,,2.224,,-0.02,0.084,2.68,-0.052,2.7,0.01,12.842,30186.37,23978.91,16.166,12.842,79.436,48.971,1.437,47.698,49.867,,0.536,35.058,7.2,-9.759,18.367,9.651,-11.247
SUR,2011,0.431,,2.9,,0.359,0.499,3.616,0.268,3.257,0.01,15.475,31642.11,28615.51,17.111,15.475,90.435,59.826,1.603,56.133,57.447,,0.541,50.718,7.5,8.297,2.361,-1.305,21.977
SUR,2012,0.162,,3.536,,-0.346,-0.187,4.344,-0.459,4.69,0.01,17.597,32188.58,32232.25,17.573,17.597,100.136,56.754,1.743,58.945,59.917,,0.546,53.71,8.1,17.174,0.87,-0.288,15.292
SUR,2013,-0.196,,5.073,,-0.606,-0.38,4.28,-0.754,4.886,0.01,18.182,32620.05,32790.47,18.088,18.182,100.522,58.38,1.72,60.075,60.276,,0.554,61.937,6.6,9.596,0.514,1.246,6.773
SUR,2014,-0.416,,4.668,,-0.869,-0.716,4.168,-0.991,5.037,0.01,18.518,32207.22,32890.15,18.134,18.518,102.12,60.788,1.718,62.108,62.627,,0.563,68.207,5.5,-4.716,-4.302,-2.24,4.877
SUR,2015,-0.786,,7.212,,-1.323,-1.074,3.781,-1.314,5.105,0.009,17.515,30873.7,30873.7,17.515,17.515,100.0,31.981,1.666,66.391,78.346,,0.567,47.321,7.0,16.171,-8.755,-7.74,12.089
SUR,2016,-0.161,,15.579,,-1.93,-1.414,3.662,-1.759,5.592,0.009,20.663,28928.93,35891.94,16.654,20.663,124.069,27.748,2.048,103.238,119.4,,0.576,32.586,10.0,-35.659,-16.361,-15.693,-32.98
SUR,2017,0.069,,19.64,,-1.904,-1.232,5.411,-1.703,7.315,0.008,26.893,29004.12,46113.3,16.915,26.893,158.989,32.85,2.578,125.975,130.5,,0.583,30.921,7.0,-5.396,33.442,29.19,-1.751
SUR,2018,-0.119,,20.466,,-1.565,-0.735,6.234,-1.512,7.799,0.008,29.822,30083.39,50536.65,17.752,29.822,167.989,33.866,2.786,134.717,137.6,,0.59,36.832,9.0,8.201,0.595,0.866,8.581
SUR,2019,-0.448,,26.664,,-6.418,-5.505,6.434,-6.85,12.852,0.009,31.732,30032.58,53064.12,17.959,31.732,176.689,29.223,2.649,140.633,143.4,,0.598,40.385,8.797,15.04,-3.187,-3.973,17.756
SUR,2020,0.26,,56.699,,-4.629,-3.217,7.066,-4.678,11.695,0.007,38.719,24783.09,63589.21,15.09,38.719,256.583,37.563,3.731,189.7,230.5,,0.609,28.637,11.147,-14.035,-8.424,-10.991,-18.105
SUR,2021,0.176,,70.344,,-3.455,-0.329,16.01,-3.95,19.465,0.007,60.734,23814.48,98237.33,14.723,60.734,412.511,47.282,5.368,301.85,370.4,,0.618,41.565,11.2,-21.898,-11.917,-11.938,-23.892
SUR,2022,0.076,,104.627,,-2.406,0.923,24.021,-2.884,26.427,0.007,89.472,24025.78,142536.53,15.081,89.472,593.265,47.876,7.207,460.164,572.563,,0.628,45.774,10.9,9.972,6.266,7.756,7.955
SUR,2023,0.147,,124.823,,-2.185,1.742,34.758,0.455,36.943,0.007,138.223,24171.37,216878.09,15.405,138.223,897.252,50.32,10.521,697.529,759.317,,0.637,46.404,10.6,-1.372,0.579,2.032,0.286
SUR,2024,0.087,,140.046,,-0.939,4.613,42.617,1.762,43.556,0.007,163.45,24511.55,252588.31,15.861,163.45,1030.49,50.606,11.801,831.026,855.776,,0.647,48.84,10.3,10.224,7.241,10.639,10.226
SUR,2025,0.079,,147.777,,0.165,6.582,47.815,1.995,47.65,0.007,188.051,24861.79,286217.96,16.335,188.051,1151.24,53.055,12.949,937.753,952.178,,0.657,51.463,10.0,3.13,1.321,2.611,3.607
SUR,2026,0.078,,153.676,,0.197,7.364,53.501,1.756,53.304,0.007,210.413,25221.04,315418.73,16.825,210.413,1250.62,54.203,13.81,1028.06,1030.52,,0.667,52.727,9.9,0.35,1.166,2.595,0.54
SUR,2027,0.072,,158.74,,0.16,8.137,59.111,1.175,58.952,0.007,232.478,25585.48,343233.44,17.329,232.478,1341.52,55.366,14.547,1104.23,1092.19,,0.677,54.15,8.699,3.334,2.302,3.641,3.635
SUR,2028,0.071,,162.604,,0.524,8.788,63.845,1.21,63.32,0.007,251.094,25955.19,365121.06,17.849,251.094,1406.74,56.691,14.979,1159.44,1146.8,,0.688,55.654,8.178,2.724,1.317,2.745,2.914
SUR,2029,0.068,,163.887,,0.986,9.495,68.978,1.386,67.992,0.007,271.284,26330.24,388524.86,18.385,271.284,1475.58,58.124,15.429,1217.41,1204.14,,0.698,57.248,7.657,2.968,1.37,3.453,3.133
SVK,1993,-0.651,2.138,,,,,,,,0.117,13.971,6027.6,2617.87,32.169,13.971,43.431,20.047,0.347,33.278,36.604,2.672,5.337,26.329,12.7,,,,
SVK,1994,0.664,2.1,,,,,,,,0.121,16.834,6365.78,3136.6,34.166,16.834,49.273,25.697,0.385,37.758,40.922,2.775,5.367,22.472,14.6,-3.066,16.041,14.758,-4.733
SVK,1995,0.538,2.137,4.268,,-0.687,-0.434,8.875,-0.115,9.561,0.126,19.768,6828.7,3662.68,36.855,19.768,53.636,26.141,0.411,41.497,43.95,3.292,5.397,23.731,13.7,16.486,11.628,6.171,12.226
SVK,1996,-2.094,2.214,6.75,,-2.163,-1.819,9.574,-1.702,11.737,0.13,22.033,7287.56,4073.89,39.413,22.033,55.902,23.96,0.421,43.896,46.351,2.362,5.408,33.933,12.6,20.174,2.774,-1.284,17.441
SVK,1997,-1.93,2.119,8.068,,-1.533,-1.09,10.38,-3.369,11.913,0.13,24.456,7653.01,4546.67,41.165,24.456,59.41,26.134,0.439,46.544,49.252,6.529,5.379,34.935,11.882,7.747,7.353,5.856,7.888
SVK,1998,-2.185,2.119,9.052,,-1.414,-0.881,10.823,-1.919,12.237,0.132,26.688,7952.06,4953.61,42.843,26.688,62.293,24.858,0.456,49.658,52.152,4.565,5.388,34.431,12.725,-5.581,-10.702,-2.559,-2.277
SVK,1999,-0.932,2.065,13.449,11.659,-2.05,-1.254,11.66,-2.095,13.71,0.128,28.584,7935.17,5299.77,42.797,28.584,66.788,24.774,0.482,54.853,58.41,0.191,5.393,29.24,16.492,-3.86,9.848,10.09,-3.974
SVK,2000,-0.639,2.025,15.974,14.185,-3.999,-3.02,12.709,-2.116,16.708,0.123,31.661,8019.9,5864.61,43.297,31.661,73.126,24.002,0.516,61.524,63.34,-2.218,5.399,27.085,18.9,10.187,13.57,9.066,7.568
SVK,2001,-1.709,2.037,17.565,15.592,-2.481,-1.411,13.089,-2.214,15.57,0.124,34.366,8311.45,6389.09,44.706,34.366,76.871,22.695,0.53,65.919,67.5,-3.058,5.379,30.675,19.458,19.311,10.144,10.511,17.924
SVK,2002,-1.892,2.038,16.909,11.801,-3.069,-1.962,13.897,-2.134,16.965,0.126,37.33,8685.99,6939.92,46.722,37.33,79.898,22.491,0.543,68.219,69.59,-2.849,5.379,30.094,18.825,5.187,7.981,7.393,5.444
SVK,2003,-1.668,2.06,17.937,12.462,-1.294,-0.606,15.455,-0.445,16.749,0.128,41.48,9170.6,7717.3,49.291,41.48,84.153,20.775,0.56,73.961,76.02,-1.82,5.375,25.669,17.7,9.417,27.643,20.077,8.594
SVK,2004,-2.526,2.056,19.262,13.948,-1.069,-0.403,16.441,-0.82,17.51,0.128,46.175,9660.09,8595.75,51.893,46.175,88.982,20.689,0.577,79.472,80.41,-1.488,5.372,26.539,18.358,25.756,23.843,20.593,21.645
SVK,2005,-3.579,2.089,17.535,14.591,-1.451,-0.882,18.605,-1.16,20.056,0.131,50.486,10298.37,9396.74,55.33,50.486,91.245,22.38,0.574,81.68,83.35,-0.324,5.373,29.666,16.358,15.414,13.789,12.831,15.257
SVK,2006,-4.039,2.132,17.713,14.98,-2.017,-1.516,19.863,-2.222,21.88,0.135,56.361,11172.53,10489.89,60.029,56.361,93.89,21.659,0.573,85.164,86.25,2.027,5.373,28.685,13.442,21.595,25.927,23.422,20.095
SVK,2007,-3.707,2.177,19.167,15.176,-1.295,-0.695,21.684,-2.952,22.979,0.142,63.163,12382.11,11755.29,66.531,63.163,94.938,23.447,0.564,86.783,88.26,6.535,5.373,28.247,11.217,8.204,14.497,13.947,8.884
SVK,2008,-6.178,2.247,19.616,15.796,-1.731,-1.101,23.644,-3.121,25.375,0.146,68.591,13065.41,12758.5,70.241,68.591,97.651,21.874,0.569,90.21,91.32,6.951,5.376,28.232,9.592,2.664,3.986,3.088,4.235
SVK,2009,-3.075,2.203,23.306,20.656,-5.223,-4.511,23.24,-4.351,28.463,0.139,64.095,12338.08,11908.33,66.409,64.095,96.517,17.077,0.559,91.055,91.36,-3.195,5.382,20.521,12.1,-19.663,-15.85,-16.462,-19.058
SVK,2010,-4.224,2.17,27.929,25.438,-5.139,-4.373,23.839,-4.672,28.978,0.141,68.765,13147.22,12756.92,70.869,68.765,97.031,19.825,0.555,91.692,92.55,-1.462,5.39,24.455,14.425,19.226,18.514,17.182,16.335
SVK,2011,-4.867,2.208,30.98,29.341,-3.089,-2.119,26.597,-2.777,29.687,0.14,71.786,13493.36,13312.29,72.762,71.786,98.658,20.874,0.553,95.425,96.79,-2.112,5.392,25.745,13.617,9.333,11.775,10.801,8.065
SVK,2012,0.879,2.209,38.098,33.362,-3.205,-2.036,27.071,-2.48,30.276,0.137,73.649,13641.27,13627.83,73.722,73.649,99.902,21.475,0.55,98.985,100.04,-2.818,5.404,20.546,13.908,2.749,9.361,9.262,2.275
SVK,2013,1.831,2.192,40.742,35.608,-2.144,-0.88,29.497,-1.162,31.64,0.134,74.493,13711.04,13767.34,74.188,74.493,100.411,22.884,0.543,100.429,100.4,-3.194,5.411,21.033,14.158,4.51,5.194,5.894,5.497
SVK,2014,1.157,2.223,40.844,37.814,-2.37,-1.081,30.659,-2.028,33.029,0.133,76.355,14067.54,14098.1,76.189,76.355,100.217,23.137,0.533,100.336,100.26,-1.764,5.416,21.997,13.117,4.617,4.23,3.979,4.994
SVK,2015,-1.852,2.267,41.413,37.877,-2.135,-0.943,34.373,-2.577,36.508,0.135,80.126,14779.74,14779.74,80.126,80.126,100.0,22.572,0.527,100.005,99.81,1.302,5.421,24.655,11.475,8.587,6.245,6.353,8.025
SVK,2016,-2.458,2.321,42.481,38.14,-2.092,-0.942,32.483,-2.437,34.575,0.134,81.265,15053.43,14976.3,81.684,81.265,99.488,20.341,0.519,99.532,100.11,1.183,5.426,23.075,9.658,4.418,4.357,5.104,4.964
SVK,2017,-1.827,2.372,43.572,38.764,-0.83,0.198,32.611,-1.268,33.44,0.133,84.67,15469.79,15577.64,84.084,84.67,100.697,21.365,0.516,100.918,102.21,1.364,5.435,23.276,8.058,4.267,3.53,4.042,4.668
SVK,2018,-2.331,2.42,44.405,38.98,-0.909,0.129,34.744,-1.453,35.653,0.13,89.875,16070.29,16511.62,87.473,89.875,102.746,21.195,0.526,103.473,104.28,1.516,5.443,23.391,6.517,3.732,4.731,4.692,4.064
SVK,2019,-3.541,2.445,45.306,40.722,-1.14,-0.138,37.124,-1.558,38.264,0.133,94.43,16451.79,17325.21,89.669,94.43,105.309,20.417,0.51,106.34,107.74,1.118,5.45,23.766,5.717,2.038,0.331,0.788,2.177
SVK,2020,0.588,2.399,54.993,45.679,-4.999,-4.057,36.806,-2.084,41.805,0.137,93.45,15882.29,17121.98,86.684,93.45,107.806,20.183,0.489,108.484,109.65,-3.069,5.458,19.631,6.642,-7.02,-4.808,-6.43,-8.269
SVK,2021,-2.918,2.385,61.238,49.766,-5.195,-4.298,40.264,-1.428,45.459,0.132,100.245,16634.22,18360.54,90.819,100.245,110.378,19.655,0.487,111.552,115.31,-0.837,5.46,22.114,6.825,11.92,11.339,10.42,11.628
SVK,2022,-9.419,2.427,63.379,52.778,-1.797,-0.943,44.694,-0.762,46.491,0.13,109.762,17023.44,20196.45,92.518,109.762,118.639,14.944,0.489,125.088,132.73,-0.18,5.435,23.087,6.167,2.611,1.518,3.181,4.505
SVK,2023,-2.101,2.434,68.83,60.105,-5.858,-5.105,52.995,-3.97,58.853,0.128,122.813,17314.09,22622.47,93.995,122.813,130.659,18.233,0.519,138.801,141.51,-0.085,5.429,19.814,5.817,-6.213,0.296,-0.958,-6.893
SVK,2024,-2.407,2.434,77.34,68.774,-7.703,-6.407,53.577,-7.026,61.28,0.127,130.881,17716.19,24126.94,96.105,130.881,136.186,18.521,0.529,142.662,144.889,-0.041,5.425,20.209,5.575,5.592,3.169,3.169,5.592
SVK,2025,-2.208,2.431,80.344,75.669,-6.566,-4.931,58.061,-5.466,64.627,0.126,138.934,18088.84,25673.89,97.888,138.934,141.932,19.48,0.541,149.876,151.83,-0.515,5.411,20.928,5.696,3.299,3.518,3.518,3.299
SVK,2026,-1.531,,88.191,83.941,-6.087,-4.087,60.33,-5.76,66.417,0.124,145.641,18553.42,26979.6,100.155,145.641,145.416,20.151,0.544,153.504,154.866,,5.398,21.106,5.817,3.106,3.723,3.723,3.106
SVK,2027,-1.063,,97.616,91.751,-7.063,-4.596,61.466,-6.882,68.529,0.124,152.66,19081.64,28350.38,102.75,152.66,148.574,21.057,0.546,156.619,158.009,,5.385,21.69,5.696,3.079,3.5,3.5,3.079
SVK,2028,-0.925,,105.949,99.625,-7.721,-4.964,64.286,-7.739,72.007,0.123,160.001,19634.23,29790.82,105.452,160.001,151.729,21.658,0.548,159.769,161.188,,5.371,22.185,5.575,3.307,3.369,3.369,3.307
SVK,2029,-0.786,,114.32,107.559,-8.037,-5.025,67.106,-8.055,75.142,0.122,166.976,20139.23,31172.17,107.877,166.976,154.783,22.135,0.549,162.989,164.436,,5.357,22.563,5.575,3.28,3.355,3.355,3.28
SVN,1992,1.087,0.971,,,,,,,,0.072,6.448,10095.89,3225.22,20.184,6.448,31.946,18.303,0.271,23.333,27.468,,1.999,14.43,7.836,,,,
SVN,1993,0.282,0.936,,,,,,,,0.073,7.808,10430.72,3925.03,20.749,7.808,37.63,18.819,0.312,30.783,33.7,,1.989,18.25,8.591,20.5,-3.0,1.0,16.8
SVN,1994,0.565,0.924,,,,,,,,0.074,9.051,10983.55,4550.1,21.849,9.051,41.426,25.019,0.337,37.208,40.2,,1.989,21.96,8.497,14.21,8.6,12.8,12.8
SVN,1995,-0.097,0.922,1.926,1.382,-0.866,-0.696,4.737,,5.603,0.075,10.568,11432.35,5312.1,22.744,10.568,46.466,23.349,0.37,42.258,43.8,-0.886,1.989,25.259,7.0,13.14,3.0,0.9,10.8
SVN,1996,0.015,0.904,2.619,2.038,-0.14,0.062,5.339,0.076,5.479,0.074,12.127,11760.79,6093.01,23.407,12.127,51.808,23.649,0.405,46.45,47.8,-1.381,1.99,25.016,6.892,2.495,2.759,2.971,2.396
SVN,1997,0.023,0.888,3.052,2.449,-0.327,-0.057,5.945,-0.143,6.272,0.075,13.812,12389.4,6951.42,24.618,13.812,56.108,24.83,0.431,50.325,52.0,-0.108,1.987,26.161,6.933,13.4,14.599,11.635,11.691
SVN,1998,-0.147,0.887,3.49,2.743,-0.366,-0.097,6.722,-0.569,7.089,0.075,15.291,12782.26,7703.57,25.372,15.291,60.268,25.154,0.458,54.325,55.4,0.299,1.985,27.214,7.383,10.766,10.763,7.823,10.057
SVN,1999,-0.735,0.9,4.085,3.309,-0.522,-0.201,7.57,-0.465,8.092,0.077,17.149,13500.45,8668.61,26.708,17.149,64.21,24.47,0.481,57.65,59.8,-3.501,1.978,29.161,7.425,8.955,3.899,2.003,8.411
SVN,2000,-0.564,0.915,4.886,3.978,-0.707,-0.37,8.249,-0.589,8.956,0.075,18.732,13906.44,9423.65,27.643,18.732,67.765,24.915,0.497,62.801,65.14,-4.212,1.988,29.058,6.75,6.719,14.142,12.592,6.619
SVN,2001,0.008,0.92,5.512,4.547,-0.959,-0.579,9.334,-0.714,10.293,0.076,20.938,14282.99,10520.91,28.425,20.938,73.66,25.558,0.528,68.063,69.73,-5.727,1.99,26.886,6.75,3.803,7.216,7.183,3.623
SVN,2002,0.206,0.934,6.442,4.796,-0.576,-0.163,10.546,-0.447,11.122,0.076,23.273,14722.78,11671.16,29.358,23.273,79.273,25.702,0.559,73.155,74.79,-4.657,1.994,25.701,6.35,5.213,8.561,7.782,5.625
SVN,2003,-0.24,0.932,6.859,5.458,-0.676,-0.302,11.398,-0.287,12.074,0.076,25.376,15185.51,12719.74,30.296,25.376,83.762,25.345,0.58,77.211,78.24,-3.297,1.995,26.838,6.725,7.068,4.128,3.161,6.465
SVN,2004,-0.927,0.934,7.431,6.015,-0.543,-0.15,12.321,-0.393,12.864,0.075,27.421,15864.7,13734.95,31.673,27.421,86.576,25.816,0.583,79.985,80.74,-1.204,1.996,29.047,6.325,15.756,13.921,13.043,13.968
SVN,2005,-0.653,0.93,7.686,6.407,-0.399,-0.015,13.087,-0.454,13.485,0.075,28.906,16466.59,14470.29,32.894,28.906,87.877,26.414,0.574,81.946,82.57,0.427,1.998,28.699,6.55,7.548,12.071,11.363,7.337
SVN,2006,-0.725,0.944,8.202,6.594,-0.394,-0.023,13.91,-0.849,14.303,0.075,31.294,17389.4,15620.97,34.837,31.294,89.83,28.546,0.569,83.96,84.87,3.383,2.003,30.574,6.0,12.91,15.697,14.122,12.389
SVN,2007,-1.989,0.976,8.016,6.029,-0.027,0.337,15.166,-1.111,15.193,0.077,34.937,18565.82,17378.28,37.324,34.937,93.604,28.902,0.578,87.031,89.69,7.695,2.01,33.298,4.875,16.492,13.956,13.858,17.057
SVN,2008,-2.967,1.001,8.263,5.977,-0.544,-0.279,16.508,-1.887,17.051,0.077,37.742,19192.9,18774.65,38.583,37.742,97.821,27.542,0.592,91.946,91.55,8.862,2.01,33.145,4.425,3.183,1.875,4.183,4.09
SVN,2009,-0.515,0.984,12.519,8.179,-2.104,-1.78,15.811,-2.018,17.915,0.072,35.83,17543.28,17629.88,35.654,35.83,100.494,22.347,0.605,92.718,93.17,-0.542,2.032,23.746,5.9,-19.845,-17.04,-16.532,-18.385
SVN,2010,-0.333,0.963,13.918,10.408,-2.003,-1.605,16.283,-1.901,18.286,0.069,36.051,17611.74,17611.74,36.051,36.051,100.0,21.428,0.595,94.388,94.9,-0.623,2.047,22.56,7.25,7.917,12.197,10.323,6.952
SVN,2011,-0.395,0.947,17.22,12.848,-2.459,-1.936,16.451,-2.315,18.91,0.067,36.782,17699.39,17940.88,36.287,36.782,101.364,20.838,0.59,96.089,96.8,-0.87,2.05,21.869,8.225,5.662,7.798,6.69,5.027
SVN,2012,0.651,0.938,19.431,15.146,-1.508,-0.985,16.461,-0.717,17.969,0.063,35.934,17138.98,17481.72,35.229,35.934,102.0,19.76,0.583,98.585,99.39,-4.584,2.055,18.861,8.9,-3.976,0.629,0.747,-3.175
SVN,2013,1.688,0.928,25.53,21.53,-4.046,-3.316,16.759,-2.978,20.805,0.061,36.041,16970.34,17505.8,34.939,36.041,103.155,22.228,0.58,100.329,100.06,-5.993,2.059,19.784,10.1,2.555,3.026,2.796,1.771
SVN,2014,2.639,0.932,30.239,24.042,-1.687,-0.627,17.156,-0.864,18.843,0.06,37.271,17420.05,18083.15,35.904,37.271,103.807,24.999,0.574,100.529,100.2,-4.578,2.061,19.745,9.75,3.567,5.99,5.83,3.966
SVN,2015,1.758,0.944,32.111,24.744,-1.092,0.018,17.96,-0.457,19.052,0.06,38.494,17821.5,18660.33,36.764,38.494,104.707,23.561,0.573,100.001,99.75,-3.414,2.063,19.469,9.0,6.138,6.046,5.431,5.273
SVN,2016,2.339,0.961,31.783,25.382,-0.8,0.27,17.97,-0.463,18.77,0.06,40.013,18350.61,19384.48,37.879,40.013,105.634,23.983,0.573,99.946,100.26,-1.839,2.064,18.848,8.025,6.991,6.103,6.43,6.627
SVN,2017,3.27,0.989,31.922,25.908,0.023,0.958,19.038,-0.173,19.016,0.06,42.626,19284.18,20632.95,39.839,42.626,106.994,27.0,0.57,101.374,102.01,1.041,2.066,20.25,6.575,10.701,11.032,11.071,10.672
SVN,2018,3.497,1.021,32.281,24.542,0.408,1.23,20.438,-0.345,20.03,0.061,45.462,20119.07,21995.67,41.584,45.462,109.327,28.112,0.568,103.137,103.46,3.109,2.067,21.561,5.125,7.417,5.748,6.155,7.087
