iso,year,Current account balance,Employment,General government gross debt,General government net debt,General government net lending/borrowing,General government primary net lending/borrowing,General government revenue,General government structural balance,General government total expenditure,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices","Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator",Gross national savings,Implied PPP conversion rate,"Inflation, average consumer prices","Inflation, end of period consumer prices",Output gap in percent of potential GDP,Population,Total investment,Unemployment rate,Volume of Imports of goods,Volume of exports of goods,Volume of exports of goods and services,Volume of imports of goods and services
ALB,2002,-0.443,,391.308,,-37.922,-13.159,154.595,,192.517,0.028,610.494,145200.81,200095.8,443.009,610.494,137.806,25.056,39.233,72.231,73.692,,3.051,35.264,15.751,6.066,8.253,3.878,11.868
ALB,2003,-0.432,,408.3,,-33.928,-4.105,167.224,,201.152,0.029,677.738,153802.8,222968.14,467.501,677.738,144.97,26.156,40.473,73.938,76.123,,3.04,33.897,15.0,7.733,25.15,9.51,8.409
ALB,2004,-0.42,,423.962,,-38.083,-9.66,184.355,,222.439,0.029,737.656,162964.38,243696.87,493.283,737.656,149.54,28.359,40.656,76.058,77.8,,3.027,34.197,14.4,21.067,24.013,20.63,10.704
ALB,2005,-0.733,,468.05,,-27.806,-1.777,204.533,,232.339,0.029,804.163,172852.94,267031.94,520.544,804.163,154.485,27.784,40.723,77.855,79.385,,3.011,36.87,14.1,9.912,2.948,6.026,8.434
ALB,2006,-0.592,,494.737,,-28.479,-3.474,226.283,,254.762,0.03,872.735,184214.3,291636.22,551.27,872.735,158.314,29.59,40.484,79.7,81.38,,2.993,35.698,13.8,7.134,5.279,12.578,5.36
ALB,2007,-1.13,,517.043,,-30.695,-5.166,252.291,,282.987,0.03,965.528,196717.32,325091.66,584.254,965.528,165.258,23.837,41.145,82.059,83.843,,2.97,34.462,13.4,21.24,19.999,17.0,18.95
ALB,2008,-2.031,,595.883,,-52.782,-21.476,290.078,,342.86,0.031,1080.68,213100.25,366664.68,628.073,1080.68,172.062,17.569,42.03,84.775,85.7,,2.947,33.374,13.1,-0.65,-54.982,-7.623,3.567
ALB,2009,-1.853,,682.547,,-75.345,-39.044,298.487,,373.832,0.032,1143.94,221737.48,390752.87,649.141,1143.94,176.223,16.654,42.782,86.667,88.7,,2.928,32.641,13.8,-2.59,-15.604,3.321,-2.225
ALB,2010,-1.351,,715.517,,-43.637,-2.033,320.653,,364.29,0.032,1239.65,231101.54,425552.92,673.204,1239.65,184.141,20.023,44.168,89.8,91.8,,2.913,31.318,14.0,-11.014,60.692,10.451,-9.36
ALB,2011,-1.666,,772.735,756.42,-45.734,-4.611,330.449,,376.183,0.032,1300.62,237622.4,447689.08,690.339,1300.62,188.404,20.254,44.277,92.892,93.4,,2.905,33.462,14.0,3.808,12.221,1.013,3.639
ALB,2012,-1.257,,828.268,807.38,-45.857,-4.359,330.384,,376.241,0.031,1332.81,241389.08,459526.46,700.125,1332.81,190.368,19.674,43.92,94.783,95.7,,2.9,29.824,13.4,-5.195,23.237,-0.407,-7.604
ALB,2013,-1.183,,950.316,921.361,-70.408,-27.073,323.709,,394.117,0.03,1350.05,244254.87,466324.61,707.14,1350.05,190.917,16.827,43.31,96.608,97.4,,2.895,27.491,15.9,-1.306,26.686,8.288,-0.612
ALB,2014,-1.43,,1004.51,914.43,-76.149,-36.074,366.569,,442.718,0.03,1395.31,249104.37,482954.1,719.688,1395.31,193.876,13.361,43.228,98.167,98.1,,2.889,27.288,17.5,6.113,-6.564,3.199,5.418
ALB,2015,-0.981,,1057.32,986.827,-61.931,-23.288,379.231,,441.161,0.03,1434.31,255374.21,497901.56,735.657,1434.31,194.969,15.804,43.072,100.0,100.0,,2.881,26.237,17.1,2.159,6.572,5.908,0.07
ALB,2016,-0.898,,1079.69,1028.47,-22.052,14.207,407.021,,429.073,0.03,1472.48,264262.01,511970.59,760.044,1472.48,193.736,16.796,42.397,101.287,102.165,,2.876,25.47,15.2,9.381,-0.129,10.388,8.264
ALB,2017,-0.978,,1114.83,1015.75,-21.795,10.109,430.397,,452.193,0.03,1550.65,274562.18,539644.57,788.943,1550.65,196.547,17.085,42.255,103.297,104.011,,2.873,24.672,13.7,4.39,-1.377,10.113,6.032
ALB,2018,-1.024,,1137.07,1006.27,-26.521,9.993,449.389,,475.91,0.029,1636.73,286303.31,571010.09,820.653,1636.73,199.442,17.109,42.303,105.393,105.882,,2.866,24.118,12.3,4.234,14.145,3.523,5.766
ALB,2019,-1.166,,1139.8,1023.53,-31.579,3.564,460.349,,491.928,0.03,1691.9,293528.29,592778.63,837.786,1691.9,201.949,14.742,40.55,106.88,107.1,,2.854,23.032,11.47,3.459,-8.415,1.651,4.719
ALB,2020,-1.315,,1248.3,1148.99,-110.374,-75.98,425.906,,536.28,0.029,1647.43,285470.24,580521.05,810.121,1647.43,203.356,13.991,40.21,108.613,108.225,,2.838,22.677,11.675,-5.092,-1.946,-27.441,-19.547
ALB,2021,-1.38,,1396.17,1231.32,-85.328,-49.507,510.951,,596.279,0.029,1856.17,313796.64,660168.07,882.291,1856.17,210.381,16.661,40.594,110.831,112.229,,2.812,25.469,11.5,18.143,18.816,41.449,23.655
ALB,2022,-1.121,,1401.59,1264.18,-78.226,-38.602,572.79,,651.015,0.03,2138.34,333060.61,769826.71,925.139,2138.34,231.137,17.989,41.631,118.286,120.563,,2.778,24.874,10.9,4.052,20.158,28.29,11.68
ALB,2023,-0.285,,1383.19,1208.69,-31.271,16.32,643.406,,674.677,0.03,2312.59,348035.02,840969.04,957.066,2312.59,241.633,23.132,42.01,123.927,125.325,,2.75,19.444,10.7,2.486,2.821,23.775,10.617
ALB,2024,-0.206,,1425.78,1243.12,-53.672,7.946,700.107,,753.779,0.03,2445.8,362978.06,898394.39,988.176,2445.8,247.507,24.0,42.027,126.706,127.898,,2.722,21.216,10.7,11.985,-1.077,7.771,11.55
ALB,2025,-0.277,,1476.86,1298.77,-66.974,1.217,732.53,,799.504,0.03,2592.49,379067.63,961893.62,1021.66,2592.49,253.753,24.296,42.319,129.703,131.227,,2.695,22.594,10.7,8.195,11.73,6.886,7.452
ALB,2026,-0.355,,1546.12,1361.54,-72.627,0.57,781.067,,853.694,0.03,2750.99,396304.97,1031013.99,1057.44,2750.99,260.157,24.515,42.596,133.041,134.906,,2.668,23.776,10.7,4.751,5.751,4.963,4.83
ALB,2027,-0.224,,1624.49,1427.87,-77.651,0.654,831.584,,909.235,0.03,2929.33,410007.93,1097853.29,1094.0,2929.33,267.764,25.312,43.051,136.975,138.957,,2.668,24.338,10.7,1.804,4.317,4.496,3.078
ALB,2028,-0.26,,1704.19,1495.89,-80.433,3.059,887.41,,967.843,0.03,3120.31,424228.08,1169427.85,1131.94,3120.31,275.66,26.039,43.523,141.116,143.131,,2.668,24.893,10.7,3.74,3.976,4.72,4.421
ALB,2029,-0.217,,1785.0,1550.44,-80.794,6.13,946.711,,1027.5,0.03,3324.19,438941.42,1245836.1,1171.2,3324.19,283.827,26.485,44.005,145.348,147.429,,2.668,25.693,10.7,3.497,4.052,4.49,3.7
AND,2000,,,,,,,,,,0.004,1.551,,,1.992,1.551,77.879,,0.706,,,,,,,,,,
AND,2001,,,0.273,,0.011,,0.473,,0.462,0.005,1.729,,,2.153,1.729,80.278,,0.712,72.611,73.73,,,,,,,,
AND,2002,,,0.285,,0.018,,0.485,,0.466,0.005,1.866,,,2.251,1.866,82.879,,0.723,74.882,75.99,,,,,,,,
AND,2003,,,0.317,,0.037,,0.544,,0.507,0.005,2.092,,,2.447,2.092,85.512,,0.732,77.17,78.09,,,,,,,,
AND,2004,,,0.352,,0.043,,0.596,,0.552,0.005,2.332,,,2.646,2.332,88.114,,0.734,79.413,80.68,,,,,,,,
AND,2005,,,0.375,,-0.002,,0.592,,0.594,0.005,2.541,,,2.789,2.541,91.107,,0.736,82.213,83.32,,,,,,,,
AND,2006,,,0.473,,-0.04,,0.654,,0.694,0.005,2.755,,,2.923,2.755,94.256,,0.739,85.241,85.83,,,,,,,,
AND,2007,,,0.603,,-0.082,,0.715,,0.797,0.005,2.888,,,2.968,2.888,97.283,,0.742,87.508,89.33,,,,,,,,
AND,2008,,,0.774,,-0.089,,0.733,,0.822,0.005,2.789,,,2.803,2.789,99.496,,0.745,91.312,90.12,,,,,,,,
AND,2009,,,0.886,,-0.093,,0.698,,0.791,0.004,2.645,,,2.655,2.645,99.627,,0.741,90.201,91.02,,,,,,,,
AND,2010,,0.043,0.911,,-0.009,,0.742,,0.751,0.004,2.602,37022.48,37022.48,2.602,2.602,100.0,,0.735,91.74,92.57,,0.07,,3.0,,,,
AND,2011,,0.042,0.951,,0.011,,0.769,,0.759,0.004,2.607,37294.33,37367.71,2.602,2.607,100.197,,0.722,94.081,94.57,,0.07,,3.675,,,,
AND,2012,,0.04,1.031,,-0.041,,0.801,,0.842,0.004,2.482,35446.26,35578.0,2.473,2.482,100.372,,0.71,95.461,95.57,,0.07,,5.95,,,,
AND,2013,,0.04,1.023,,0.081,,0.849,,0.769,0.003,2.405,34087.13,34367.26,2.385,2.405,100.822,,0.701,95.914,95.74,,0.07,,6.225,,,,
AND,2014,,0.04,1.035,,0.053,,0.833,,0.78,0.003,2.463,34641.77,34897.12,2.445,2.463,100.737,,0.689,95.822,94.91,,0.071,,5.3,,,,
AND,2015,,0.041,1.03,,0.042,,0.88,,0.838,0.003,2.515,34569.37,35054.23,2.48,2.515,101.403,,0.687,94.737,94.41,,0.072,,3.875,,,,
AND,2016,,0.042,1.041,,0.106,,1.011,,0.905,0.003,2.617,35178.44,35795.91,2.572,2.617,101.755,,0.683,94.337,95.3,,0.073,,3.3,,,,
AND,2017,,0.043,1.005,,0.089,,1.014,,0.926,0.003,2.656,34503.04,35507.66,2.581,2.656,102.912,,0.678,96.777,97.56,,0.075,,2.35,,,,
AND,2018,,0.045,0.99,,0.073,,1.052,,0.979,0.003,2.725,34414.85,35775.5,2.622,2.725,103.954,,0.656,97.741,98.05,,0.076,,1.775,,,,
AND,2019,0.568,0.045,0.997,,0.065,,1.075,,1.01,0.003,2.818,34490.03,36346.54,2.674,2.818,105.383,,0.641,98.259,98.98,,0.078,,2.075,,,,
AND,2020,0.448,0.045,1.173,,-0.027,,1.045,,1.071,0.003,2.531,30447.35,32443.63,2.375,2.531,106.557,,0.628,98.35,98.44,,0.078,,2.925,,,,
AND,2021,0.468,0.047,1.367,,-0.033,,1.065,,1.097,0.003,2.811,32340.35,35342.55,2.572,2.811,109.283,,0.605,99.999,101.67,,0.08,,3.275,,,,
AND,2022,0.582,0.049,1.249,,0.155,,1.276,,1.12,0.003,3.21,34541.97,39347.82,2.818,3.21,113.913,,0.588,106.202,108.94,,0.082,,2.1,,,,
AND,2023,0.634,0.052,1.255,,0.079,,1.331,,1.252,0.003,3.448,33594.44,40511.28,2.859,3.448,120.589,,0.601,112.157,113.91,,0.085,,1.55,,,,
AND,2024,0.674,0.052,1.255,,0.062,,1.396,,1.334,0.003,3.636,33402.69,41891.42,2.899,3.636,125.413,,0.611,116.149,117.555,,0.087,,1.55,,,,
AND,2025,0.706,0.052,1.255,,0.056,,1.444,,1.388,0.003,3.777,33277.55,42675.12,2.945,3.777,128.24,,0.613,119.064,119.906,,0.089,,1.55,,,,
AND,2026,0.74,,1.255,,0.058,,1.494,,1.436,0.003,3.909,33120.25,43301.99,2.99,3.909,130.742,,0.614,121.483,122.191,,0.09,,1.55,,,,
AND,2027,0.765,,1.255,,0.058,,1.544,,1.487,0.003,4.036,32963.69,43849.7,3.034,4.036,133.024,,0.613,123.548,124.269,,0.092,,1.55,,,,
AND,2028,0.789,,1.275,,0.063,,1.597,,1.534,0.003,4.167,32807.88,44384.18,3.08,4.167,135.285,,0.612,125.648,126.381,,0.094,,1.55,,,,
AND,2029,0.814,,1.295,,0.061,,1.649,,1.587,0.003,4.301,32652.79,44924.84,3.126,4.301,137.583,,0.612,127.784,128.53,,0.096,,1.55,,,,
ARE,1980,10.089,,,,,,,,,0.491,148.265,386145.81,153158.22,390.007,154.69,39.663,44.32,2.378,66.7,,,1.01,32.259,,9.666,-6.757,-7.202,13.329
ARE,1981,10.763,,,,,,,,,0.52,163.474,383001.85,155053.04,421.302,170.558,40.484,41.804,2.218,72.0,,,1.1,29.814,,12.119,-9.505,2.284,9.186
ARE,1982,7.0,,,,,,,,,0.48,152.018,334202.37,135559.99,391.017,158.605,40.562,36.481,2.093,77.1,,,1.17,32.697,,-1.352,-12.68,-8.81,-5.417
ARE,1983,5.259,,,,,,,,,0.444,139.292,306190.13,120105.87,370.49,145.328,39.226,35.443,1.948,78.1,,,1.21,35.705,,-7.587,-4.117,-7.777,-7.335
ARE,1984,7.464,,,,,,,,,0.444,138.084,295403.62,109975.26,386.979,144.068,37.229,39.428,1.784,80.0,,,1.31,32.976,,-14.92,4.459,1.197,-15.31
ARE,1985,6.914,,,,,,,,,0.417,135.531,273347.92,102466.87,377.22,141.404,37.486,35.582,1.741,82.8,,,1.38,28.385,,-4.134,-1.82,0.238,-4.672
ARE,1986,2.378,,,,,,,,,0.326,107.407,211482.93,77820.47,304.535,112.061,36.798,29.094,1.676,87.3,,,1.44,34.268,,-1.411,-2.272,-4.436,-14.793
ARE,1987,3.719,,,,,,,,,0.331,117.936,213791.73,82031.38,320.688,123.047,38.37,28.125,1.705,92.1,,,1.5,27.29,,0.878,4.288,3.639,4.305
ARE,1988,2.527,,,,,,,,,0.309,119.872,174455.32,69869.69,312.275,125.067,40.05,25.666,1.719,96.7,,,1.79,29.091,,6.977,7.609,7.401,6.073
ARE,1989,3.934,,,,,,,,,0.345,138.366,194303.49,77613.95,361.404,144.362,39.945,26.738,1.65,99.4,,,1.86,26.746,,19.8,14.746,14.486,18.711
ARE,1990,7.942,,,,,,29.792,,,0.41,178.325,242168.9,100895.96,446.559,186.052,41.663,38.04,1.659,100.0,102.5,,1.844,22.369,,16.0,47.0,47.0,17.0
ARE,1991,1.358,,,,7.04,9.859,72.127,,65.087,0.41,180.979,236718.9,93893.27,456.276,180.979,39.664,25.19,1.527,103.4,108.78,,1.928,22.435,,19.252,-2.458,-2.037,16.19
ARE,1992,2.274,,,,6.365,6.866,62.748,,56.384,0.379,190.715,234023.33,94835.9,470.621,190.715,40.524,29.425,1.526,110.0,115.27,,2.011,25.047,,27.523,5.28,5.223,25.302
ARE,1993,3.046,,,,-5.524,-5.494,54.757,,60.281,0.374,191.42,226526.63,91896.16,471.855,191.42,40.567,27.535,1.492,115.8,120.46,,2.083,21.693,,16.234,17.701,17.109,14.262
ARE,1994,0.029,,,,-3.758,-3.757,59.72,,63.478,0.39,210.696,227354.97,94482.34,507.002,210.696,41.557,27.704,1.496,122.4,125.46,,2.23,27.654,,9.219,-1.712,-1.624,8.354
ARE,1995,0.108,,,,8.342,8.351,69.221,,60.879,0.401,232.858,224225.87,96581.43,540.609,232.858,43.073,27.999,1.519,127.7,129.92,,2.411,27.829,,1.212,11.291,10.656,14.035
ARE,1996,4.351,,,,2.452,2.47,76.277,,73.825,0.408,267.443,233237.05,109473.33,569.798,267.443,46.937,31.826,1.626,131.5,132.93,,2.443,25.853,,4.561,13.274,12.819,3.406
ARE,1997,8.689,,,,19.013,19.014,82.928,,63.915,0.425,283.289,239772.97,109802.05,618.614,283.289,45.794,36.379,1.559,135.4,135.34,,2.58,25.119,,17.946,14.48,15.263,17.535
ARE,1998,2.97,,,,2.754,2.758,74.224,,71.47,0.418,276.553,220198.82,97584.06,624.043,276.553,44.316,30.189,1.492,138.1,137.64,,2.834,26.245,,0.871,-8.438,-7.072,1.972
ARE,1999,5.444,,14.654,,4.049,4.053,79.325,,75.276,0.42,310.031,213631.45,102219.15,647.944,310.031,47.848,31.286,1.589,141.0,142.0,,3.033,24.838,,0.664,3.548,3.434,1.611
ARE,2000,16.794,,11.8,,40.319,40.575,122.726,,82.407,0.448,378.218,242999.0,126283.24,727.782,378.218,51.969,38.233,1.687,142.9,145.6,,2.995,21.926,,9.826,20.908,19.426,9.135
ARE,2001,9.373,,10.205,,4.573,4.926,100.293,,95.72,0.444,379.413,233016.74,119801.96,737.964,379.413,51.413,31.575,1.632,146.901,149.6,,3.167,22.502,,11.958,3.508,4.025,9.835
ARE,2002,3.642,,13.822,,-4.992,-4.879,81.043,,86.035,0.443,403.3,225715.74,120423.99,755.922,403.3,53.352,25.862,1.668,151.188,153.83,,3.349,22.546,,11.243,7.104,7.203,13.028
ARE,2003,7.191,,15.216,,10.739,10.76,102.3,,91.561,0.465,456.662,231609.97,128601.1,822.447,456.662,55.525,27.913,1.702,155.904,157.028,,3.551,22.13,,15.152,20.424,19.472,13.683
ARE,2004,9.505,,22.148,,34.743,35.045,130.873,,96.131,0.484,542.838,239597.45,144333.42,901.126,542.838,60.24,26.411,1.799,163.763,164.944,,3.761,19.98,,26.51,20.327,19.346,24.483
ARE,2005,23.778,,29.727,,106.045,106.29,210.476,,104.431,0.486,663.314,230097.11,161530.68,944.877,663.314,70.201,33.332,2.032,173.909,174.887,,4.106,20.167,,10.718,14.311,15.151,12.658
ARE,2006,38.459,,41.208,,164.368,164.38,291.843,,127.475,0.507,815.723,207052.57,162741.57,1037.83,815.723,78.599,36.585,2.207,190.057,195.921,,5.012,19.271,,6.893,11.604,12.274,8.809
ARE,2007,19.68,,84.211,,162.195,162.261,329.419,,167.224,0.498,947.075,172194.08,152287.26,1070.88,947.075,88.439,32.834,2.418,211.206,217.969,,6.219,25.202,,40.74,15.586,15.376,37.995
ARE,2008,22.267,,103.683,,204.343,204.725,458.651,,254.308,0.5,1158.54,136872.45,143496.99,1105.06,1158.54,104.84,32.158,2.812,237.097,237.158,,8.074,25.099,,23.117,17.863,17.292,19.308
ARE,2009,7.848,,196.809,,-57.048,-55.402,268.826,,325.875,0.477,931.151,127697.5,113555.06,1047.12,931.151,88.925,34.729,2.371,225.895,237.632,,8.2,31.634,,-14.126,-11.648,-10.554,-13.871
ARE,2010,12.196,,207.244,,5.862,9.335,348.875,,343.013,0.477,1102.44,133402.07,133402.07,1102.44,1102.44,100.0,33.709,2.634,227.88,241.725,,8.264,29.646,,-1.918,3.265,4.865,-1.464
ARE,2011,43.517,,276.459,,68.457,70.823,469.887,,401.43,0.489,1325.16,139501.0,157869.31,1170.97,1325.16,113.167,37.387,2.921,229.875,242.101,,8.394,25.326,,11.396,18.864,17.366,9.8
ARE,2012,73.101,,291.779,,123.888,128.208,524.78,,400.893,0.482,1412.48,139840.32,165659.23,1192.34,1412.48,118.463,42.926,3.001,231.398,243.557,,8.526,23.92,,11.007,17.809,17.505,10.529
ARE,2013,73.213,,229.453,,120.272,126.18,554.761,,434.489,0.491,1469.8,144621.53,169696.85,1252.62,1469.8,117.339,39.931,2.923,233.953,247.071,,8.661,21.638,,10.881,8.21,8.639,10.74
ARE,2014,54.491,,210.154,,27.205,31.279,517.663,,490.458,0.494,1520.8,148291.92,172841.17,1304.8,1520.8,116.555,35.86,2.854,239.441,254.751,,8.799,22.701,,6.008,-4.244,5.971,13.203
ARE,2015,17.551,,218.994,,-89.138,-86.348,281.261,,370.399,0.511,1359.84,155873.71,152124.51,1393.35,1359.84,97.595,27.067,2.368,249.181,263.912,,8.939,22.327,,2.767,1.544,4.339,3.131
ARE,2016,13.2,,261.279,,-41.378,-39.389,403.075,,444.454,0.523,1356.09,161255.9,148675.05,1470.84,1356.09,92.198,25.21,2.216,253.214,268.184,,9.121,21.636,,3.364,3.981,5.722,3.688
ARE,2017,27.5,,313.561,,-2.357,-0.431,401.164,,403.521,0.507,1434.17,159244.4,154141.26,1481.65,1434.17,96.795,28.323,2.285,258.192,273.455,,9.304,21.281,,0.853,0.553,0.759,0.668
ARE,2018,41.242,,334.514,,59.119,62.782,477.735,,418.616,0.533,1568.34,160259.27,167435.44,1501.12,1568.34,104.478,31.488,2.235,266.12,281.852,,9.367,21.831,,-5.931,-4.631,-0.925,-0.173
ARE,2019,37.321,,411.414,,39.761,44.294,476.472,,436.711,0.521,1535.07,159701.27,161522.47,1517.76,1535.07,101.14,32.998,2.114,260.972,276.4,,9.504,24.069,,-3.55,-1.353,-0.174,-3.025
ARE,2020,21.103,,529.982,,-31.679,-27.852,367.865,,399.544,0.442,1283.44,155403.93,138265.78,1442.52,1283.44,88.972,29.367,2.089,255.554,270.662,,9.282,23.329,,-12.5,-8.336,-8.38,-17.968
ARE,2021,47.951,,553.349,,61.487,66.083,463.869,,402.382,0.415,1524.74,157497.92,159527.99,1505.34,1524.74,101.289,37.376,2.363,255.265,270.355,,9.558,25.827,,5.541,-1.021,1.12,7.156
ARE,2022,66.475,,591.859,,184.146,193.655,611.253,,427.107,0.431,1846.28,157409.81,179575.64,1618.39,1846.28,114.082,39.731,2.484,267.588,283.407,,10.281,26.508,,14.294,-0.535,7.424,15.475
ARE,2023,54.831,,612.438,,93.617,105.772,533.043,,439.426,0.433,1888.14,157021.54,176796.52,1676.95,1888.14,112.594,37.743,2.366,271.931,288.007,,10.68,27.079,,14.427,12.639,11.716,13.137
ARE,2024,47.922,,629.023,,96.125,110.793,566.337,,470.212,0.437,2001.71,158566.84,181970.86,1744.26,2001.71,114.76,36.858,2.356,278.186,294.631,,11.0,28.066,,4.091,4.13,4.138,3.659
ARE,2025,46.886,,653.238,,90.914,105.666,584.801,,493.887,0.445,2088.06,165311.18,188378.4,1832.38,2088.06,113.954,36.639,2.297,284.027,300.818,,11.084,28.392,,3.086,4.702,5.223,3.112
ARE,2026,47.922,,679.528,,93.588,109.178,614.221,,520.632,0.452,2209.96,172381.67,197906.88,1924.93,2209.96,114.807,36.664,2.272,289.708,306.835,,11.167,28.7,,4.03,4.583,4.92,3.965
ARE,2027,46.536,,707.012,,97.503,113.599,645.347,,547.844,0.459,2338.3,179148.97,207913.04,2014.81,2338.3,116.056,36.494,2.256,295.502,312.971,,11.247,29.185,,4.466,4.495,4.762,4.379
ARE,2028,44.48,,738.774,,101.603,118.49,681.197,,579.594,0.465,2473.5,185690.36,218428.98,2102.77,2473.5,117.631,36.426,2.245,301.412,319.231,,11.324,29.822,,5.112,4.723,4.901,4.987
ARE,2029,45.467,,770.595,,106.436,124.214,718.73,,612.294,0.47,2617.35,192309.86,229601.72,2192.24,2617.35,119.392,36.36,2.238,307.44,325.615,,11.4,29.981,,5.245,5.082,5.199,5.107
ARG,1980,-2.573,,,,,,,,,1.515,,12786.7,8361.21,357.388,233.696,,20.748,,,,,27.95,20.346,3.0,67.807,33.17,43.237,41.493
ARG,1981,-5.721,,,,,,,,,1.4,,11840.45,6671.43,336.861,189.802,,18.216,,,,,28.45,18.197,5.0,-20.509,7.866,5.204,-8.239
ARG,1982,-2.917,,,,,,,,,1.349,,11277.38,0.001,326.255,94.25,,17.345,,,,,28.93,17.618,4.5,-24.66,6.747,3.947,-42.58
ARG,1983,-2.436,,,,,,,,,1.364,,11534.93,0.004,338.435,116.267,,16.96,,,,,29.34,16.797,5.0,-28.526,5.649,2.582,-6.924
ARG,1984,-2.495,,,,,,,,,1.332,0.001,11568.52,0.03,345.205,0.001,,16.305,,,,,29.84,15.94,5.0,14.23,8.069,-2.591,4.705
ARG,1985,-0.952,,,,,,,,,1.196,0.006,10583.48,0.195,321.209,0.006,0.002,17.241,,,,,30.35,13.95,6.25,-19.005,2.649,15.554,-13.038
ARG,1986,-2.859,,,,,,,,,1.241,0.011,11195.86,0.363,344.161,0.011,0.003,16.215,,,,,30.74,13.977,6.3,17.526,-12.726,-9.975,18.523
ARG,1987,-4.235,,,,,,,,,1.225,0.026,11349.75,0.839,352.864,0.026,0.007,14.533,,,,,31.09,15.698,6.0,13.253,-9.557,-3.519,11.422
ARG,1988,-1.572,,,,,,,,,1.151,0.124,10993.3,3.946,345.959,0.124,0.036,15.567,,,,,31.47,15.063,6.5,-15.31,20.386,18.728,-9.204
ARG,1989,1.095,,,,,,,,,1.033,3.628,10097.88,113.877,321.718,3.628,1.128,15.071,0.014,,,,31.86,12.465,8.0,1.044,34.631,7.472,-16.419
ARG,1990,4.665,,,,,,,,,0.981,77.06,9757.61,2368.88,317.415,77.06,24.277,15.472,0.287,,,,32.53,11.354,7.6,-24.706,4.835,16.833,-0.69
ARG,1991,-0.429,,,,,,,,,1.061,202.256,10638.09,6134.55,350.738,202.256,57.666,12.889,0.66,,,,32.97,11.895,6.48,104.504,-0.251,-5.105,75.576
ARG,1992,-6.468,,63.25,,,,,,,1.05,253.395,11575.74,7582.15,386.861,253.395,65.5,12.41,0.733,,,,33.42,13.431,7.112,76.694,5.175,2.105,66.462
ARG,1993,-8.043,,71.112,,-0.064,3.324,58.155,0.275,58.22,1.095,264.429,12118.95,7796.24,411.044,264.429,64.331,13.999,0.703,,,,33.917,17.301,11.606,13.423,2.385,2.385,13.423
ARG,1994,-10.981,,81.82,,-3.597,0.424,62.425,-4.597,66.022,1.127,287.835,12662.81,8378.74,435.006,287.835,66.168,13.989,0.708,,,,34.353,17.509,13.348,26.7,17.375,17.375,26.7
ARG,1995,-5.104,,88.711,,-5.985,-1.178,59.972,-3.206,65.957,1.056,288.497,12151.82,8295.12,422.629,288.497,68.262,17.662,0.715,,,,34.779,16.399,18.904,-11.484,25.559,25.559,-11.484
ARG,1996,-7.157,,99.046,,-8.552,-2.939,60.48,-7.16,69.032,1.074,304.282,12671.67,8645.46,445.987,304.282,68.227,15.051,0.702,,,,35.196,17.403,18.76,19.483,6.395,6.395,19.483
ARG,1997,-12.288,,103.718,,-6.017,0.826,67.937,-8.351,73.954,1.116,327.436,13542.17,9196.52,482.16,327.436,67.91,14.662,0.687,26.468,26.464,,35.604,18.415,16.808,29.85,15.064,15.099,29.985
ARG,1998,-14.641,,114.134,,-6.108,1.742,71.204,-10.101,77.312,1.129,334.244,13906.94,9283.18,500.725,334.244,66.752,14.17,0.668,26.713,26.64,,36.005,18.551,14.789,9.51,12.774,12.717,9.894
ARG,1999,-12.094,,123.366,,-11.745,-2.09,68.998,-13.337,80.743,1.054,316.998,13290.98,8709.07,483.773,316.998,65.526,11.742,0.646,26.401,26.158,,36.399,15.557,16.061,-15.904,-2.209,-2.124,-15.929
ARG,2000,-9.144,,129.75,,-10.857,0.671,69.368,-13.588,80.225,0.995,317.759,13048.0,8638.54,479.956,317.759,66.206,12.459,0.639,26.153,25.966,,36.784,15.337,17.134,-2.344,1.928,1.898,-2.322
ARG,2001,-3.952,,144.222,,-16.115,-3.76,63.294,-16.256,79.409,0.929,300.421,12347.74,8085.36,458.795,300.421,65.48,12.325,0.618,25.875,25.565,,37.156,13.64,19.209,-17.128,6.209,6.096,-16.587
ARG,2002,8.621,,514.452,,-6.676,0.821,69.698,4.502,76.373,0.806,349.486,10897.11,9315.73,408.812,349.486,85.488,17.631,0.794,32.568,36.035,,37.516,9.965,22.45,-53.197,0.051,0.244,-53.558
ARG,2003,7.972,,526.045,,6.305,13.56,98.878,14.804,92.573,0.847,420.292,11761.97,11098.37,445.423,420.292,94.358,18.474,0.859,36.946,37.352,,37.87,12.877,17.25,49.833,5.176,5.006,48.953
ARG,2004,2.966,,571.843,,19.244,25.32,130.964,23.277,111.72,0.878,485.115,12690.69,12690.7,485.115,485.115,100.0,19.35,0.887,38.577,39.631,,38.226,17.551,13.625,50.322,-0.218,-0.15,51.05
ARG,2005,4.929,,467.672,,19.46,30.011,161.749,25.368,142.288,0.913,582.538,13682.99,15094.73,528.056,582.538,110.317,21.362,0.949,42.297,44.516,,38.592,18.888,11.575,18.366,11.596,11.583,18.243
ARG,2006,6.5,,506.808,,11.813,23.525,202.363,19.401,190.55,0.938,715.904,14640.5,18370.36,570.549,715.904,125.476,21.471,1.047,46.907,48.897,,38.971,18.68,10.175,12.754,4.405,4.473,12.871
