t,action,reward,debt_ratio,gdp_growth,inflation,climate_shock,terminated,truncated,episode
17,3,-3.40024015134157,1.4607961177825928,-0.06776879727840424,0.017916033044457436,0.03465728461742401,False,False,4
18,3,-3.4217802986520076,1.475796103477478,-0.06576880067586899,0.019916033372282982,0.03383733704686165,False,False,4
19,1,-3.475054030188344,1.4563002586364746,-0.07627298682928085,0.01491603348404169,0.05041881278157234,False,False,4
20,1,-3.471436875667077,1.4367811679840088,-0.08675389736890793,0.0099160335958004,0.048090994358062744,False,False,4
21,0,-3.6556076018893133,1.4613451957702637,-0.08766669034957886,0.010372431948781013,0.09127965569496155,False,False,4
22,0,-3.782458529548223,1.487052321434021,-0.08880811184644699,0.010943143628537655,0.11414235085248947,False,False,4
23,2,-3.993442708490387,1.5204566717147827,-0.07965918630361557,0.021794218569993973,0.17021502554416656,False,False,4
24,2,-4.083862292469664,1.5541709661483765,-0.07058774679899216,0.032722778618335724,0.1857120543718338,False,False,4
25,1,-4.014788632628457,1.535760760307312,-0.0821775272488594,0.027722777798771858,0.15897798538208008,False,False,4
26,1,-3.930609665328925,1.5170401334762573,-0.09345685690641403,0.022722776979207993,0.12793320417404175,False,False,4
27,2,-4.153252810026512,1.5507893562316895,-0.08439416438341141,0.03366008400917053,0.18746104836463928,False,False,4
28,0,-4.418250125561294,1.5832479000091553,-0.08688587695360184,0.03490594029426575,0.24917101860046387,False,False,4
29,0,-4.512699062733127,1.6159371137619019,-0.08942373096942902,0.03617486730217934,0.2537854313850403,False,False,4
30,2,-4.557133788109511,1.6509828567504883,-0.08068518340587616,0.047436315566301346,0.2522898018360138,False,False,4
31,3,-4.592663653472799,1.6659828424453735,-0.07868518680334091,0.04943631589412689,0.25613313913345337,False,False,4
32,2,-4.570498689362562,1.7006412744522095,-0.06984979659318924,0.060600925236940384,0.23292176425457,False,False,4
33,3,-4.393973243401931,1.7156412601470947,-0.06784979999065399,0.06260092556476593,0.16607995331287384,False,False,4
34,2,-4.526526124624143,1.7495489120483398,-0.05882669985294342,0.07357782125473022,0.19537976384162903,False,False,4
35,2,-4.5655274171000695,1.7834197282791138,-0.049794409424066544,0.08454553037881851,0.19354161620140076,False,True,4
