country,year,gdp_current_usd,gdp_growth,debt_to_gdp,inflation,exports_gdp,imports_gdp,gdp_per_capita,population,foreign_reserves,current_account_balance
AFE,2015,910002035578.038,2.93402965863687,,5.09856164363687,23.8977546583447,30.7059498993179,1498.8752400759,607123269.0,,
AFE,2016,831868076442.431,2.13011703002091,,6.44687722255584,23.6972969229705,28.6993533910387,1334.47050032928,623369401.0,,
AFE,2017,978076465866.452,2.67752389715308,,6.22137528933118,23.8157977944419,27.4324165201491,1528.10422421284,640058741.0,,
AFE,2018,1020955778298.17,2.70519413363353,,4.6898064677633,25.350131085382,28.5037733309143,1552.07372194919,657801085.0,,
AFE,2019,1018714795912.35,2.03007686221603,,4.10285075461156,24.1083995883246,27.4780205936533,1507.08559963484,675950189.0,,
AFE,2020,938607563405.087,-2.81757208724623,,5.19162942092851,22.3221059306736,24.4960952677148,1351.59166910879,694446100.0,,
AFE,2021,1114144799994.21,4.57877206871177,,6.82472709282067,25.8519122614352,26.3405950538246,1562.41617477738,713090928.0,,
AFE,2022,1228967879390.01,3.72271692296214,,10.8834775726018,27.1353420040016,29.598712363185,1679.32762166466,731821393.0,,
AFE,2023,1179359054880.45,1.9311603523693,,7.39918558080627,26.153712324891,29.3881259584923,1571.44918918981,750491370.0,,
AFE,2024,1242693542929.85,2.76383869054277,,4.48978854243448,25.7364687437057,28.4793703173502,1615.39635562849,769280888.0,,
AFG,1990,,,,,,,,12045660.0,637925667.368511,
AFG,1991,,,,,,,,12238879.0,576118920.253472,
AFG,1992,,,,,,,,13278974.0,,
AFG,1993,,,,,,,,14943172.0,,
AFG,1994,,,,,,,,16250794.0,,
AFG,1995,,,,,,,,17065836.0,,
AFG,1996,,,,,,,,17763266.0,,
AFG,1997,,,,,,,,18452091.0,,
AFG,1998,,,,,,,,19159996.0,,
AFG,1999,,,,,,,,19887785.0,,
AFG,2000,3521418059.92345,,,,,,174.930991430166,20130327.0,,
AFG,2001,2813571753.87253,-9.4319740700862,,,,,138.706821676113,20284307.0,,
AFG,2002,3825701438.99963,28.6000011706788,,,,,178.954088379235,21378117.0,,
